num_repos,date
88858,2021-03-02
88531,2021-03-03
85992,2021-03-04
79917,2021-03-05
67067,2021-03-06
68926,2021-03-07
85657,2021-03-08
89907,2021-03-09
87072,2021-03-10
86942,2021-03-11
91438,2021-03-12
78222,2021-03-13
77977,2021-03-14
101225,2021-03-15
102375,2021-03-16
99658,2021-03-17
98740,2021-03-18
90932,2021-03-19
76793,2021-03-20
78486,2021-03-21
101800,2021-03-22
103697,2021-03-23
100715,2021-03-24
98082,2021-03-25
89185,2021-03-26
74512,2021-03-27
74683,2021-03-28
94635,2021-03-29
96595,2021-03-30
93567,2021-03-31
88732,2021-04-01
80424,2021-04-02
71424,2021-04-03
70192,2021-04-04
90126,2021-04-05
98322,2021-04-06
96892,2021-04-07
96204,2021-04-08
89498,2021-04-09
78483,2021-04-10
79898,2021-04-11
98950,2021-04-12
95799,2021-04-13
95160,2021-04-14
96541,2021-04-15
88887,2021-04-16
75442,2021-04-17
78142,2021-04-18
99543,2021-04-19
99455,2021-04-20
97181,2021-04-21
95801,2021-04-22
90598,2021-04-23
78229,2021-04-24
82386,2021-04-25
100729,2021-04-26
99650,2021-04-27
97907,2021-04-28
97911,2021-04-29
87680,2021-04-30
71899,2021-05-01
72575,2021-05-02
94235,2021-05-03
96206,2021-05-04
94508,2021-05-05
96645,2021-05-06
91406,2021-05-07
78194,2021-05-08
74330,2021-05-09
98483,2021-05-10
97623,2021-05-11
98492,2021-05-12
92093,2021-05-13
87503,2021-05-14
75991,2021-05-15
81085,2021-05-16
103527,2021-05-17
103245,2021-05-18
100331,2021-05-19
102963,2021-05-20
93168,2021-05-21
78972,2021-05-22
80762,2021-05-23
101415,2021-05-24
102943,2021-05-25
103904,2021-05-26
102571,2021-05-27
94877,2021-05-28
80167,2021-05-29
82349,2021-05-30
98339,2021-05-31
100426,2021-06-01
102135,2021-06-02
106581,2021-06-03
92237,2021-06-04
81524,2021-06-05
85428,2021-06-06
103266,2021-06-07
102258,2021-06-08
103013,2021-06-09
100319,2021-06-10
91746,2021-06-11
76872,2021-06-12
98282,2021-06-13
97382,2021-06-14
100901,2021-06-15
99762,2021-06-16
98625,2021-06-17
89519,2021-06-18
74835,2021-06-19
76237,2021-06-20
100413,2021-06-21
100433,2021-06-22
97733,2021-06-23
96553,2021-06-24
91335,2021-06-25
76794,2021-06-26
79786,2021-06-27
100261,2021-06-28
102291,2021-06-29
100771,2021-06-30
97855,2021-07-01
95259,2021-07-02
79248,2021-07-03
79433,2021-07-04
100219,2021-07-05
103587,2021-07-06
94719,2021-07-07
97608,2021-07-08
90183,2021-07-09
81532,2021-07-10
73145,2021-07-11
99338,2021-07-12
103469,2021-07-13
113907,2021-07-14
123319,2021-07-15
127890,2021-07-16
105275,2021-07-17
77169,2021-07-18
103294,2021-07-19
97801,2021-07-20
95727,2021-07-21
96459,2021-07-22
89395,2021-07-23
75494,2021-07-24
77150,2021-07-25
